PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,esi,habitability_category,planet_type,inferred_atmosphere
HAT-P-32 b,Transmission,Mallonn et al. 2016,5,Multiple Instruments,Multiple Observatories,0.4407,0.6469,,,,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Mallonn et al. 2016,2,ULTRACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.3585,0.58,,,,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Damiano et al. 2017,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.1381,1.6323,2457408.9578,2457408.9578,Table 3; G141 grism; UCL Pipeline,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Damiano et al. 2017,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.1381,1.6323,2457408.9578,2457408.9578,Table 3; G141 grism; Stripe-ICA,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Alam et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,from Table 3; Figure 9; Channels 1 & 2,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Alam et al. 2020,30,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.31,0.985,,,from Table 3; Figure 9; G430L & G750L; R~500,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-32 b,Transmission,Alam et al. 2020,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.133,1.635,,,from Table 3; Figure 9; F139M filter; G141 grism,1305.0,HAT-P-32 b,HAT-P-32,b,,,TIC 292152376,Gaia DR2 356348286886230272,Gaia DR3 356348286886230272,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,216.1244,0.68,216.15865202,0.68010777,216.1244,0.68,Mass,0.108,0.159,1841.0,1835.7,88.98,2455867.402743,BJD-TDB,0.0,0.083,2.216,3.12048,5.344,0.14886,,2456237.031,50.0,99.0,,,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.367,1.132,-0.16,[Fe/H],0.33806,4.22,,0.625,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,-14.37306,135.69851,31.79456,46.24772,10.421795,-9.82484,3.47654,289.205,3.43046,11.794,11.439,10.251,10.024,9.99,,,,,,9.902,9.906,9.893,8.568,11.1335,,10.7696,,2019-07-08,2019-02,2019-07-11,4.0,0.0,0.0,0.0,7.0,13.0,0.0,0.4529865815742451,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-33 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,1322.0,HAT-P-33 b,HAT-P-33,b,,,TIC 239154970,Gaia DR2 893550942158776832,Gaia DR3 893550942158776832,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.47447,,20.73665,1.85,292.4036,0.92,,,,,292.4036,0.92,Mass,,0.0,,,87.2,,,0.0,,1.1,,6.57,,,,,82.7,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6446.0,1.79,1.82,0.05,[Fe/H],,4.15,,0.45,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,22.73004,185.30741,11.95415,109.52395,2.6488627,0.0960682,-2.64712,396.11,2.4966,11.666,11.032,10.263,10.061,10.004,,,,,,9.998,10.015,9.976,8.931,11.0238,,10.7131,,2018-04-25,2017-03,2018-04-26,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7820995396503633,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-33 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2457784.5729,2457784.5729,"AOR = 62151424, date is start time.",1322.0,HAT-P-33 b,HAT-P-33,b,,,TIC 239154970,Gaia DR2 893550942158776832,Gaia DR3 893550942158776832,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.47447,,20.73665,1.85,292.4036,0.92,,,,,292.4036,0.92,Mass,,0.0,,,87.2,,,0.0,,1.1,,6.57,,,,,82.7,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6446.0,1.79,1.82,0.05,[Fe/H],,4.15,,0.45,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,22.73004,185.30741,11.95415,109.52395,2.6488627,0.0960682,-2.64712,396.11,2.4966,11.666,11.032,10.263,10.061,10.004,,,,,,9.998,10.015,9.976,8.931,11.0238,,10.7131,,2018-04-25,2017-03,2018-04-26,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7820995396503633,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-33 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457027.0166,2457027.0166,"AOR = 51838720, date is start time.",1322.0,HAT-P-33 b,HAT-P-33,b,,,TIC 239154970,Gaia DR2 893550942158776832,Gaia DR3 893550942158776832,1.0,2.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,2011-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.47447,,20.73665,1.85,292.4036,0.92,,,,,292.4036,0.92,Mass,,0.0,,,87.2,,,0.0,,1.1,,6.57,,,,,82.7,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6446.0,1.79,1.82,0.05,[Fe/H],,4.15,,0.45,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,22.73004,185.30741,11.95415,109.52395,2.6488627,0.0960682,-2.64712,396.11,2.4966,11.666,11.032,10.263,10.061,10.004,,,,,,9.998,10.015,9.976,8.931,11.0238,,10.7131,,2018-04-25,2017-03,2018-04-26,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7820995396503633,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-34 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2457027.8947,2457027.8947,"AOR = 51823104, date is start time.",1332.0,HAT-P-34 b,HAT-P-34,b,HD 351766,,TIC 278348461,Gaia DR2 1810218734055374720,Gaia DR3 1810218734058821632,1.0,1.0,1.0,0.0,0.0,Transit,2011.0,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,2012-07,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5.452654,0.06774,13.417173,1.197,1058.3739,3.33,,,,,1058.3739,3.33,Mass,2.5,0.432,,,87.1,2455431.59706,BJD-TDB,0.0,,,,,,,,21.9,343.0,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6442.0,1.53,1.392,0.22,,,,1.7,,24.0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h12m46.90s,303.1954355,+18d06m17.20s,18.1047776,-8.75906,58.54106,36.97709,310.64357,20.8852185,16.3949,-12.9383,249.325,3.98272,10.807,10.403,9.46,9.322,9.247,,,,,,9.177,9.208,9.215,8.505,10.1944,,9.87463,,2020-03-13,2017-06,2019-03-21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.785317350161887,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
HAT-P-38 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2457489.7036,2457489.7036,"AOR = 58238976, date is start time.",1369.0,HAT-P-38 b,HAT-P-38,b,,,TIC 285272237,Gaia DR2 324889227693298560,Gaia DR3 324889227693298560,1.0,1.0,1.0,0.0,0.0,Transit,2012.0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,2012-10,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,4.640382,0.0523,9.247,0.825,84.857,0.267,,,,,84.857,0.267,Mass,0.59,0.067,,1082.0,88.3,2455863.11957,BJD-UTC,0.0,0.372,,3.0408,12.17,0.0918,,,240.0,35.4,,,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,,5330.0,0.923,0.886,0.06,[Fe/H],-0.208,4.45,,,0.4,,-19.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,-26.87267,144.22935,17.14087,43.8095,52.3566524,47.771,-21.4278,255.206,3.88991,13.34,12.525,10.989,10.593,10.501,14.7233,13.1831,12.4788,12.2275,12.3811,10.448,10.501,10.361,8.568,12.3021,,11.7524,,2014-05-14,2012-10,2014-05-14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6059923404896406,Moderately Habitable,Neptune-like,Inferred: H/He + volatile ices (Neptune-like envelope)
